UC_NM_MN,XC_NM_LST,street_orientation_entropy,orientation_order_indicator,weighted_street_orientation_entropy,median_street_segment_length,average_circuity,average_node_degree,proportion_nodes_dead_ends,proportion_nodes_fourway_intersections,ID_HDC_G0,QA2_1V,AREA,BBX_LATMN,BBX_LONMN,BBX_LATMX,BBX_LONMX,GCPNT_LAT,GCPNT_LON,CTR_MN_NM,CTR_MN_ISO,XBRDR,XCTR_NBR,XC_ISO_LST,GRGN_L1,GRGN_L2,UC_NM_LST,UC_NM_SRC,H75_NBR,H90_NBR,H00_NBR,H75_AREA,H90_AREA,H00_AREA,E_BM_NM_LST,E_SL_LST,EL_AV_ALS,E_KG_NM_LST,E_RB_NM_LST,E_WR_P_90,E_WR_P_00,E_WR_P_14,E_WR_T_90,E_WR_T_00,E_WR_T_14,B75,B90,B00,B15,P75,P90,P00,P15,BUCAP75,BUCAP90,BUCAP00,BUCAP15,NTL_AV,GDP90_SM,GDP00_SM,GDP15_SM,INCM_CMI,DEV_CMI,TT2CC,E_GR_AV90,E_GR_AV00,E_GR_AV14,E_GR_AH90,E_GR_AM90,E_GR_AL90,E_GR_AT90,E_GR_AH00,E_GR_AM00,E_GR_AL00,E_GR_AT00,E_GR_AH14,E_GR_AM14,E_GR_AL14,E_GR_AT14,E_EC2E_E75,E_EC2E_E90,E_EC2E_E00,E_EC2E_E15,E_EC2E_R75,E_EC2E_R90,E_EC2E_R00,E_EC2E_R15,E_EC2E_I75,E_EC2E_I90,E_EC2E_I00,E_EC2E_I15,E_EC2E_T75,E_EC2E_T90,E_EC2E_T00,E_EC2E_T15,E_EC2E_A75,E_EC2E_A90,E_EC2E_A00,E_EC2E_A15,E_EC2O_E75,E_EC2O_E90,E_EC2O_E00,E_EC2O_E15,E_EC2O_R75,E_EC2O_R90,E_EC2O_R00,E_EC2O_R15,E_EC2O_I75,E_EC2O_I90,E_EC2O_I00,E_EC2O_I15,E_EC2O_T75,E_EC2O_T90,E_EC2O_T00,E_EC2O_T15,E_EC2O_A75,E_EC2O_A90,E_EC2O_A00,E_EC2O_A15,E_EPM2_E75,E_EPM2_E90,E_EPM2_E00,E_EPM2_E15,E_EPM2_R75,E_EPM2_R90,E_EPM2_R00,E_EPM2_R15,E_EPM2_I75,E_EPM2_I90,E_EPM2_I00,E_EPM2_I15,E_EPM2_T75,E_EPM2_T90,E_EPM2_T00,E_EPM2_T15,E_EPM2_A75,E_EPM2_A90,E_EPM2_A00,E_EPM2_A15,E_CPM2_T00,E_CPM2_T05,E_CPM2_T10,E_CPM2_T14,EX_FD_AREA,EX_FD_B75,EX_FD_B90,EX_FD_B00,EX_FD_B15,EX_FD_P75,EX_FD_P90,EX_FD_P00,EX_FD_P15,EX_SS_AREA,EX_SS_B75,EX_SS_B90,EX_SS_B00,EX_SS_B15,EX_SS_P75,EX_SS_P90,EX_SS_P00,EX_SS_P15,EX_EQ19PGA,EX_EQ19MMI,EX_EQ19_Q,EX_HW_IDX,SDG_LUE9015,SDG_A2G14,SDG_OS15MX,geometry
Paris,France,3.580476301094277,0.00276761,3.580321672752385,98.88476186555393,1.0491890302825022,4.326261015006737,0.1374920630004181,0.1348980192346409,2046,1,1638,48.57085989,1.902087271,49.0724991,2.681317846,48.83990462,2.322010194,France,FRA,0,1,FRA,Europe,Western Europe,Paris; Boulogne-Billancourt; Saint-Denis; Montreuil,GISCO OSM,1,1,1,1494,1539,1620,Temperate Broadleaf and Mixed Forests,"Urban, mining, etc.",75.36288113,"Mild temperate, fully humid, and  Warm summer",Seine,580.9000092,791.0000153,648.3250122,12.27211571,12.7814467,12.71531081,983.3168335,1073.917603,1138.132935,1157.587402,7822582.023,8576325.136,8991835.858,9711652.257,125.702336,125.2188537,126.5740337,119.195722,42.28584188,2.35545E+11,2.6916E+11,3.32856E+11,HIC,MDR,0,0.281790068,0.409340008,0.433802557,59.4389868,425.9182823,111.1073623,596.4646314,649.2208633,949.9736818,39.51021463,1638.70476,812.1591843,790.3344396,36.21113581,1638.70476,11997262.33,7316648.138,6111247.062,746693.6786,16217820.17,13339368.03,14387157.32,11564818.08,15281377.99,10859551.02,11358377.59,7738677.63,2443149.793,3654632.132,4284577.371,4124596.798,26.91660049,126.757534,99.69135571,241.2530504,709268.5765,788485.5461,965831.3414,336910.4491,298103.3549,290230.4928,214622.2628,181449.2884,667554.7291,952171.7592,1016883.326,764392.518,,,27577.65144,250706.0428,4098.545849,6958.78778,4566.83435,5064.795634,2167.337897,1985.464957,833.3677688,236.0378605,7465.559643,3903.254328,1853.700225,901.4750242,7289.51072,6279.675037,5614.437849,3223.950927,474.6336303,1007.320984,1517.317764,487.6499737,70.36984868,76.06605502,67.6386406,63.59767055,17.54232,16.9829,16.15378,15.7556,430,293.9254761,309.085144,320.1118469,324.6056824,2349333.421,2562820.846,2694694.804,2933265.743,0,0,0,0,0,0,0,0,0,0.014728,3,available,19.59950066,0.60348,0.2066542,49.58,POINT (2.3220101943 48.8399046163)
London,United Kingdom,3.568868572,0.01329088,3.570995578077846,92.58740445,1.060537622204497,4.601613484026255,0.2653340998540662,0.058758868,1912,1,1864,51.27180859,-0.628971826,51.78404384,0.402167562,51.49357981,-0.129891877,United Kingdom,GBR,0,1,GBR,Europe,Northern Europe,London; Westminster; City of London,GISCO OSM,4,3,3,1733,1742,1771,Temperate Broadleaf and Mixed Forests,"Urban, mining, etc.",40.15163335,"Mild temperate, fully humid, and  Warm summer",Thames,676.4000244,920.8500061,874.7000275,10.16654754,10.51454544,10.4355135,1180.554688,1229.507324,1260.635742,1294.464355,6767324.546,7436741.417,8077756.19,9609627.231,174.4492494,165.3287717,156.0626135,134.70495,29.1387177,1.33417E+11,1.7713E+11,2.58778E+11,HIC,MDR,0,0.376380787,0.438670113,0.44924361,583.5916615,1191.298124,91.80375344,1862.949959,1000.273745,831.9651848,34.45460844,1866.693539,1011.753926,807.3940884,47.54552456,1866.693539,9623784.882,9349252.79,8482068.539,1940029.6,18956740.63,20009810.21,21443198.06,17961309.55,18722762.64,13870791.1,15050888.75,11612051.3,6819418.893,10477389.12,11539208.03,12091811.16,176.7231916,328.6712967,233.0072161,165.3811097,,57432.46115,344451.38,502352.1043,216.649,21221.71908,21967.8027,110088.6617,,59561.00333,233505.2216,758497.2884,,,,218749.3253,94.22774044,127.6333017,79.79544512,82.74349891,2100.736899,701.8677706,259.9237008,72.57043422,17415.80573,7789.861782,2782.531626,1466.933511,8523.52301,4951.114391,3021.578552,3547.936331,854.6547472,1432.53034,1982.528555,892.1474486,3.119829169,3.384377831,3.451370107,2.734014986,15.95202,14.87696,13.63802,13.4527,333,201.4143982,206.1730347,213.4476624,220.5722656,1084389.639,1202071.132,1314895.757,1583940.187,0,0,0,0,0,0,0,0,0,0.01363,2,available,11.45110035,0.20085,0.288075613,54.28,POINT (-0.129891877488 51.4935798141)
Madrid,Spain,3.569945330413957,0.012317068,3.567149499245336,98.61445183066276,1.0510200825808496,3.919692076850312,0.071990084,0.159457873,1701,1,781,40.21126738,-3.952569158,40.5788745,-3.429000244,40.40404665,-3.708166287,Spain,ESP,0,1,ESP,Europe,Southern Europe,Madrid; Móstoles; Fuenlabrada; Leganés; Getafe; Alcorcón; Parla; Torrejón de Ardoz; Alcobendas,GISCO OSM,6,4,3,449,565,689,"Mediterranean Forests, Woodlands, and Scrub",Luvisols,654.6248075,"Mild temperate with dry summer, and  Hot summer",Tejo,383.4500046,399.3000031,356.1250076,15.33738494,15.29518914,15.71408033,212.2265167,286.8251343,361.7317505,388.3514099,3295915.28,3834683.248,4133153.779,4894294.602,64.39076818,74.79760796,87.51954797,79.34777971,54.00707139,76654436352,108827361279.99998,1.30179E+11,HIC,MDR,0,0.131481157,0.288568564,0.297361956,0.095346596,140.8519959,538.1370286,676.0433974,58.86511623,673.5311284,45.91061311,778.3068577,71.96284312,647.9484902,58.39552442,778.3068577,10015.52227,22442.20953,44600.22002,44004.34769,886689.4331,1308283.903,2009588.503,2434722.984,2974613.074,3136846.128,4101638.572,2896900.959,877947.1288,1712235.823,2497696.465,2723383.05,620.721103,727.6821709,685.0201038,593.4815434,,807.8643897,3017.463701,3262.333953,,401639.4449,374665.7423,363375.3491,,693635.1899,398032.9605,391549.7224,,,5161.970504,74117.3973,1070.767303,1300.535733,958.7035225,805.9317621,2.399315594,2.919479142,4.177541722,3.300574211,348.5049897,3467.941328,1493.844882,674.866332,1105.847966,1906.919437,1216.106271,735.229184,163.0520584,395.0021131,700.9730815,310.0358248,5.656579854,6.897782811,5.4903227,4.809367956,13.02458,13.8467,12.5318,12.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013074,2,available,10.52700043,1.242,0.023229863,50.28,POINT (-3.70816628677 40.4040466482)
Berlin,Germany,3.571242386038925,0.011143382,3.570942560134675,138.5644261803291,1.0386815009157764,5.199150865325802,0.1122944626344763,0.2607850897708056,2851,1,686,52.37626095,13.12092271,52.65883009,13.66535934,52.50695177,13.40979396,Germany,DEU,0,1,DEU,Europe,Western Europe,Berlin,GISCO OSM,1,1,1,633,667,684,Temperate Broadleaf and Mixed Forests,"Urban, mining, etc.",45.85654017,"Mild temperate, fully humid, and  Warm summer",Elbe River,531.9000092,602.0749969,567.6249847,10.06916523,10.24616194,10.42378426,377.4335938,414.9996033,426.3743591,433.5294189,3059394.68,3143129.199,3293353.661,3271872.312,123.3687161,132.033899,129.4650994,132.501937,18.44412238,45123174400,54887673856,63995867136,HIC,MDR,0,0.348600305,0.450092313,0.487585292,112.9985329,550.118735,23.82786012,686.945128,389.0939758,296.193719,1.657433148,686.945128,488.6715622,196.0065931,2.266972648,686.945128,9516466.556,11406149.79,10609082.86,6699175.781,9198257.388,8242704.885,7241449.467,5756163.637,10057577.82,7489445.847,4907631.704,4623435.352,1257763.048,1959242.433,2198854.041,2204800.758,3983.520115,4016.459527,3286.421049,3490.049058,44970.93565,92880.50444,137790.0137,747286.5787,,15726.77654,28052.18188,52390.7907,,139830.8194,77639.02483,458726.7781,,,7008.029238,78147.87472,815.8844048,923.331626,614.9922642,620.3314589,1455.639262,1126.925306,687.2572076,234.5832767,7724.599654,6721.975834,726.8228435,480.963738,4811.828928,2815.139802,870.5885398,1170.409115,220.581469,320.5216918,417.7583862,145.2901092,4.876800698,5.358156091,4.050761076,4.180959711,18.56178,16.21668,16.28154,14.87705,191,111.9517517,117.455162,119.8399429,121.9573364,918505.5514,904806.5343,945049.8066,942297.7509,0,0,0,0,0,0,0,0,0,0.009088,2,available,6.358850002,1.0881,0.5606114080969999,71.23,POINT (13.4097939618 52.5069517667)
Athens,Greece,3.543187655257217,0.03637419,3.5416004608208453,71.20105192891153,1.018258580868821,4.575163399,0.066540342,0.3317817323007634,3420,1,438,37.82616991,23.54329168,38.14482574,23.8912326,37.9999031,23.74268788,Greece,GRC,0,1,GRC,Europe,Southern Europe,Athens; Piraeus,GISCO OSM,1,1,1,397,401,415,"Mediterranean Forests, Woodlands, and Scrub",Regosols,154.9742889,"Mild temperate with dry summer, and  Hot summer",NAN,553.6250076,606.4750061,708.5,16.56121731,17.53270435,17.61789894,297.1604309,305.4167786,320.9573059,326.1198425,2801296.068,3119705.94,3351355.932,3315199.421,106.079623,97.89922012,95.76938779,98.37110867,54.91874043,49506103296,62885515264,67305783296,HIC,MDR,0,0.130670678,0.254359199,0.271708586,0,55.93127393,371.3752071,397.0183016,1.564638151,331.1416288,105.1059562,437.8122232,8.80208183,326.436834,102.5733074,437.8122232,13736.03718,22691.18433,282023.5539,146610.1469,1027179.078,1262691.275,1957452.011,1680132.605,2860463.014,3552468.99,3848485.405,2640417.502,397071.7604,907558.9001,1233327.62,1197262.778,364.6622863,499.7968169,306.5670738,304.2679496,,,,8865.910217,21415.14469,30348.70044,26722.81342,29810.38811,,237263.3818,287668.8255,224871.7724,,,,20170.51717,645.1537598,495.2606151,519.7813672,451.7765289,3.289531503,2.911839453,7.749679848,1.789794699,214.3224468,207.2558984,207.4558169,158.9531365,1149.741355,2467.485545,2345.140926,1441.903873,305.4657083,407.3505489,543.4212884,628.3408373,3.018180608,2.33587887,2.445672542,2.261528908,18.74582,17.12736,18.5133,18.99185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3231179999999999,6,available,5.883059978,1.0791,0.010663936,25.54,POINT (23.7426878829 37.9999030951)
Milan,Italy,3.5336691088023664,0.044860542,3.5177614598656324,92.57504745919844,1.0490182290587609,4.120544394037589,0.1150176423993663,0.1174839778209836,2559,1,754,45.35765036,8.978474829,45.75546091,9.428724923,45.54463407,9.1899412,Italy,ITA,0,1,ITA,Europe,Southern Europe,Milan; Monza,GISCO OSM,1,1,1,617,708,721,Temperate Broadleaf and Mixed Forests,Cambisols,162.1457557,"Mild temperate, fully humid, and  Hot summer",Po,1163.375031,1460.649994,1332.800018,11.82055426,12.17852354,12.56566119,420.9264526,448.5116577,466.7659607,474.1089783,2916071.575,2971510.125,2944441.269,3011029.841,144.3470922,150.9372807,158.5244595,157.457416,35.55735517,67648303104,79953059840,72971788288,HIC,MDR,327.8629764948876,0.196808952,0.42379531,0.433224477,2.570044876,524.4355755,227.5395654,754.5451858,372.4871906,381.3568421,0.701153125,754.5451858,385.6563324,366.785394,2.103459375,754.5451858,121602.3534,626579.6857,1926484.886,1082405.629,4877482.893,4590416.472,4782285.298,4376465.004,4901247.634,4386698.345,4462576.616,2493570.099,1221023.64,2157068.569,2621343.295,2428396.172,238.4430684,390.0148593,450.2783772,420.7156577,,147.5160064,11503.16812,114350.6986,76954.7536,145155.5009,145654.0113,257058.3062,,14075.21839,58936.48924,91798.02732,,,,73045.57932,7949.256796,9981.841995,10826.99278,10351.66268,3.392359355,11.93187592,17.14714788,13.49674693,425.9878851,1692.969876,684.2117523,544.9414234,1184.45996,1161.134967,1048.177991,771.4975313,284.8372078,693.7054951,779.1377805,277.0766036,40.80244675,49.64520945,51.03707914,47.87313495,31.27892,25.52378,23.50542,29.8672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091769,4,available,21.24259949,4.201,0.226456974,51.15,POINT (9.18994120034 45.5446340718)
Rotterdam [The Hague],Netherlands,3.529893902307262,0.048215968,3.532573969852922,95.34494088620642,1.074260068375523,4.578999575,0.1614000283406546,0.1664406162068058,2123,1,658,51.81310202,4.008995181,52.12348698,4.632450675,51.91002633,4.476586801,Netherlands,NLD,0,1,NLD,Europe,Western Europe,Rotterdam; The Hague; Delft,GISCO OSM,2,1,1,494,572,615,Temperate Broadleaf and Mixed Forests,Fluvisols,1.6912940400299998,"Mild temperate, fully humid, and  Warm summer",Rhine,759.8000031,950.8500214,842.0000153,10.62553549,11.01821089,10.93380523,320.5312195,357.7216797,402.5230408,419.4766846,1571189.049,1697113.032,1796292.482,1913888.198,204.0055075,210.7824717,224.0854675,219.1751248,82.46985659,30945021952,39323697152,45743812608,HIC,MDR,18.594672830019825,0.383157537,0.414978125,0.430684506,224.9467038,361.6345602,72.36339836,658.9446623,266.4499662,343.1561318,49.33856426,658.9446623,288.0858928,304.6108735,66.24789599,658.9446623,3173788.27,6185553.237,7924211.989,10535437.34,5734246.249,3856854.97,3816491.772,3205226.92,7380067.296,7875523.9,7689042.7,7248374.366,1495740.041,2183870.422,2621431.543,2528200.172,14.24863499,18.9982272,66.49366327,85.49187301,143070.0261,243664.2222,540271.2604,1226502.41,91015.15063,129612.5841,181953.9224,53309.62527,,19641.14468,28279.60436,81495.69445,,,,67530.25297,3869.646483,5896.176086,3584.149911,3485.699097,103.6189865,663.2824096,127.6155511,186.1267435,242.7789838,779.5365128,482.7348176,113.0877727,658.6002035,660.7924708,598.4676495,540.7262847,700.560992,767.7297477,969.0568453,525.6015896,21.68697285,28.83514689,19.94224735,19.74158769,18.0723,16.79284,16.12322,14.872,583,291.0175476,324.7286072,365.6820984,381.0317078,1395584.904,1489718.018,1571301.138,1663879.668,0,0,0,0,0,0,0,0,0,0.024257,3,available,3.413609982,1.3248,0.357765979,43.78,POINT (4.47658680113 51.9100263328)
Kyiv,Ukraine,3.567916210909804,0.014151789,3.560245062762105,182.1424603066905,1.0484587073284868,4.734721161191749,0.1590909090909091,0.1517379679144385,3517,1,518,50.32056024,30.31305043,50.60806618,30.72363709,50.44105299,30.52241148,Ukraine,UKR,0,1,UKR,Europe,Eastern Europe,Kyiv,GISCO OSM,1,1,1,388,450,491,Temperate Broadleaf and Mixed Forests,Podzoluvisols,129.8769825,"Snow, fully humid, and  Warm summer",Dniepr,608.5000153,615.5500183,571.4250107,9.174670696,9.48984313,9.901124477,153.9775848,236.4103241,273.7579651,287.0700378,1903103.022,2384620.919,2530830.967,2737788.649,80.90869653,99.13958323,108.1692016,104.8547111,15.60743263,21325727744,18610223104,30681948160,LMIC,MDR,0,0.373253563,0.435467119,0.45230691,158.3824717,343.2098045,17.26292615,518.8552024,259.6852678,253.7128534,5.457081156,518.8552024,279.715598,233.1951222,5.9444822,518.8552024,1341061.678,3467055.525,1700669.773,1287650,2059699.562,2661316.227,2455803.216,1665684.305,8214836.008,7267776.251,2838951.42,1049297.257,658494.5586,706845.2721,421095.2623,403150.9841,2338.470456,3007.281537,1166.480174,934.3468571,,,,203024,7054.28903,10934.50574,8764.363609,14329.28963,,,,20846.75791,,,,1458.660729,1812.630214,1527.21864,988.2970836,2084.189378,395.6954224,111.0605975,40.64192708,128.381,2168.66031,2221.14062,1061.935523,211.5126512,3255.270248,3014.045646,727.5401744,498.3560777,2076.260279,282.1198605,55.73506923,37.89754261,12.30617641,12.64864998,7.301475754,12.48868409,20.15538,17.06448,17.44658,19.10295,172,30.50761604,46.76021576,56.55344009,60.55729675,391864.907,488016.0085,546441.2169,605448.0582,0,0,0,0,0,0,0,0,0,0,0,available,20.31030083,1.4058,0.359298538,54,POINT (30.5224114792 50.4410529872)
Barcelona,Spain,3.5599791422960454,0.021312068,3.555743069408112,94.69286283438396,1.0510302989927225,3.915991599159916,0.067699627,0.2203291757747203,2051,1,583,41.26230472,1.94212899,41.6411358,2.400727062,41.41556989,2.171428026,Spain,ESP,0,1,ESP,Europe,Southern Europe,Barcelona; l'Hospitalet de Llobregat; Badalona; Terrassa; Sabadell,GISCO OSM,6,3,2,454,507,545,"Mediterranean Forests, Woodlands, and Scrub",Cambisols,100.0452239,"Mild temperate, fully humid, and  Hot summer",NAN,617.5000305,537.6000061,542.7750092,16.14292145,16.595716,16.87682772,274.6308289,276.7593079,296.2411804,308.6734619,2894927.662,3235445.275,3386805.504,3832012.369,94.8662146,85.53978952,87.46920366,80.55126972,55.28182262,59543302144,78630584320,91804852224,HIC,MDR,339.48747451050474,0.114139221,0.280020714,0.298962002,0,122.9467173,275.8884133,393.5073812,91.75479881,394.6685884,95.16292967,581.5863169,138.9233031,356.5335884,86.12942543,581.5863169,809531.5183,320646.9254,856160.8361,824463.2401,665273.5347,957112.4239,1447125.555,1713697.383,2416728.524,2506833.712,3232004.724,2186563.809,497424.8317,952467.1375,1378352.785,1538345.701,156.9236453,170.4169265,152.1792186,128.3500737,,20659.58885,73769.94251,143641.632,,260295.9213,244244.4374,245470.4861,,509563.7738,292208.3909,283528.7499,,,2736.056484,41308.12967,215.5903066,268.7344803,198.3347906,168.4597844,76.97166487,28.13263374,60.91825257,49.0347706,265.6258103,2243.422622,979.7996023,472.4019378,876.3814716,1507.856107,970.2135389,554.7406336,114.4511693,226.4148696,380.7796385,186.1230675,14.89342475,29.68120999,37.57189255,46.19405338,15.70706,16.03754,16.16344,14.9304,91,36.03068924,36.38872147,38.15908051,40.92609024,255824.8505,286690.3263,300573.4642,340869.9644,0,0,0,0,0,0,0,0,0,0.060374,4,available,18.31159973,0.64492,0.046888288,47.05,POINT (2.17142802589 41.4155698921)
New York,United States,3.547157728787391,0.03282354,3.5481395025563405,136.17418422417848,1.0461587963134718,5.194495909,0.1437895630693222,0.2323182028716998,945,1,5384,40.36359877,-74.68045442,41.17222816,-72.90239322,40.77321423,-73.88090455,United States,USA,0,1,USA,Northern America,Northern America,New York; Islip; Newark; Jersey City; Yonkers; Huntington; Paterson; Stamford; Elizabeth; New Brunswick,GISCO OSM,6,8,4,3442,3981,4796,Temperate Broadleaf and Mixed Forests,Cambisols,37.77143017,"Mild temperate, fully humid, and  Hot summer",Hudson River,1121.000015,1065.150024,1160.775085,12.63459301,12.71840286,13.03097224,2894.121582,3196.827393,3508.587402,3678.075928,13029776.26,14939951.17,15597301.32,15950674.29,222.1159844,213.9784365,224.9483632,230.5906234,32.01712053,4.65835E+11,5.56301E+11,6.75538E+11,HIC,MDR,168.03458497787454,0.45811765,0.493705226,0.493904612,3204.485663,1750.005658,425.8282976,5375.153291,3417.774103,1596.634718,365.9107972,5380.319619,3281.774526,1608.138165,490.4069279,5380.319619,19065865.93,15564231.88,21991532.88,26597611.16,52313466.91,38935911.47,38450961.83,30110273.22,59401789.01,50042449.6,38724523.51,31667143.5,9060878.815,11586577.88,14534873.13,14975317.02,3877.227611,3671.655755,3536.493164,3579.613108,,2685870.736,896717.821,738175.1364,,452244.147,256860.7954,118391.614,,2832925.973,5411002.435,3952512.236,,,59776.87574,615766.0941,141.8486823,167.9601404,116.7994345,148.2215736,2737.854456,1362.469995,1235.750596,596.8305942,10065.38509,7736.164861,3294.193149,1231.439826,10586.43365,17700.46721,17084.32422,12719.49805,1701.876781,2349.505437,1578.325691,1295.59859,0.713808081,0.886873809,0.714537265,0.832788037,16.08942,12.9189,10.247822,10.5604,99,31.8120575,37.50340271,39.75735855,42.2722435,487211.0851,558618.7188,598821.4706,618587.8506,3487,1987.376221,2141.008545,2326.824463,2419.250488,10812886.19,12278890.95,12717571.85,12983363.58,0.040832,4,available,7.389339924,2.1422,0.299853443,60.95,POINT (-73.8809045486 40.773214225)
Los Angeles,United States,3.1580242313780493,0.3498012685118776,3.204145749865765,149.15784538042985,1.0552806028007304,5.130776051390068,0.2035399885517174,0.221539233,14,1,5633,33.38994571,-118.6756433,34.32732907,-117.111532,33.95381355,-117.9539253,United States,USA,0,1,USA,Northern America,Northern America,Los Angeles; Long Beach; Anaheim; Santa Ana; Riverside; Irvine; Glendale; San Bernardino; Fontana; Huntington Beach; Ontario; Garden Grove; Rancho Cucamonga; Pomona; Corona; Torrance; Pasadena; Fullerton; Orange; Inglewood; Downey; El Monte; Costa Mesa; N,GISCO OSM,5,3,1,4235,4683,5450,"Mediterranean Forests, Woodlands, and Scrub",Fluvisols,172.5908688,"Steppe (semi-arid), and  Cold arid",NAN,307.8000031,301.4000053,236.1500053,16.86275053,16.09112787,17.60802174,3633.143799,3989.984863,4497.799316,4632.77002,9154382.648,11426824.88,13183106.7,14281719.8,396.8748018,349.1770378,341.1790119,324.3846039,37.90369685,3.82687E+11,4.73361E+11,5.64483E+11,HIC,MDR,2485.718617187838,0.268778915,0.322272072,0.293597406,133.2249704,4576.652511,909.0427393,5613.194732,280.8425535,4990.026725,348.0509423,5618.920221,179.460794,4658.411324,781.0481025,5618.920221,8952297.255,6910540.95,9026378.67,8685748.196,36528151.92,29508774.19,32233145.96,26788551.36,50558844.95,47389585.85,42084034.17,34164495.48,9095733.804,11608998.2,14659311.18,14779878.73,12.00169151,25.97893774,37.82441691,49.86611596,,3545692.096,973629.3131,483777.4426,,316279.6936,132064.1251,98305.99147,,2143958.598,4702937.959,3533841.117,,,63942.16674,658600.6029,339.5786878,358.2422948,202.4711107,230.4549427,639.1497898,849.4916379,601.9657509,206.1988799,7037.84382,5773.057977,2465.154531,1070.687218,9498.867297,15833.23045,16537.68957,12748.19756,1713.171351,2440.483092,1580.416919,1122.753968,1.548315518,1.612981504,1.03524467,1.15113561,19.35878,16.507,14.6612,16.4171,235,203.3834381,211.2450562,220.0800629,220.818634,505548.5959,568844.2518,620400.0723,664980.7312,691,445.5189819,478.1158142,526.9870605,533.241272,984040.7383,1179731.528,1326081.755,1403859.228,0,0,available,4.282859802,0.66976,0.019451497,17.76,POINT (-117.953925337 33.9538135524)
Chicago,United States,2.692084444382522,0.6468185903240111,2.7628536859181945,152.12158106609508,1.0533939481059769,5.382186455704836,0.1395689831548796,0.2916865580031371,634,1,3830,41.43357833,-88.42761,42.22001028,-87.19284912,41.79396274,-87.82253727,United States,USA,0,1,USA,Northern America,Northern America,Chicago; Aurora; Naperville; Gary; Evanston,GISCO OSM,2,2,1,2751,2973,3355,"Temperate Grasslands, Savannas, and Shrublands",Phaeozems,203.6429394,"Snow, fully humid, and  Hot summer",Mississippi River,934.9499969,917.6250153,991.4250336,10.22556663,10.59004283,10.44071722,1919.431763,2396.254883,2681.442383,2810.234863,5813214.267,6435984.403,6908818.583,6779775.294,330.1842448,372.3214248,388.1188007,414.5026556,49.31927209,1.77296E+11,2.19961E+11,2.39863E+11,HIC,MDR,594.3407501,0.417259229,0.463449665,0.476855091,1842.912293,1819.932601,161.0170984,3823.861992,2261.608397,1454.546165,107.7074298,3823.861992,2311.212406,1386.8187,125.8308855,3823.861992,4567097.703,7726006.441,9803888.085,5953637.85,29126546.19,19952988.55,19948300.18,15312992.71,43131146.08,33454977.73,28231379.55,21732652.02,8090137.379,10317465.84,12490017.03,12179635.08,36.73264606,79.51172497,115.7662996,152.6212318,,709373.605,298563.2537,168995.1998,,444013.2096,205964.2672,106182.4515,,1446035.915,2792033.233,2032024.86,,,46411.81766,477362.5444,4796.455237,6007.09845,4509.212397,5996.851255,3756.503938,1208.17132,1292.416592,719.1151602,5616.348938,4734.811161,1972.719311,791.7649943,9374.799025,10945.99642,10641.05161,7785.983704,1420.23261,1837.024167,1269.207469,1006.874479,19.10593091,23.80167701,18.08196626,23.90799824,18.36028,13.42546,11.93376,12.54255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013988,2,available,5.792150021,3.0623,0.427061357,60.34,POINT (-87.8225372733 41.7939627357)
